customer_key,name,address,nation,region,phone_number,account_balance,market_segment
397,Customer#000000397,EzR2BKJ85SmBDS,GERMANY,EUROPE,17-103-357-8777,709.46,FURNITURE
398,Customer#000000398,cq9NmtIT4b6JB8L79iLzljlHs4 3,MOROCCO,AFRICA,25-110-215-3747,8865.61,HOUSEHOLD
399,Customer#000000399,ZBvzMa6N1wdCGaPmG13xVusIxdjSiA94jTXN,INDIA,ASIA,18-882-664-5454,7358.53,BUILDING
400,Customer#000000400,U23zy17EPxqmJn7neVc,KENYA,AFRICA,24-522-746-1247,-98.46,BUILDING
401,Customer#000000401,"aKALIG526OK4veQfUh2KmKcE,oRyg",ROMANIA,EUROPE,29-667-766-5291,4146.43,BUILDING
402,Customer#000000402,"8Cw4p1m1gKYVUgomkAq,es1ZtrnmHaO",FRANCE,EUROPE,16-950-729-1638,2106.67,AUTOMOBILE
403,Customer#000000403,"9,BVYegfkFLsEMDkeVW",KENYA,AFRICA,24-753-433-1769,6693.36,HOUSEHOLD
404,Customer#000000404,2orgvLJ05jOvM292mhkS7iJmHG0jk,RUSSIA,EUROPE,32-840-785-1776,7408.73,BUILDING
405,Customer#000000405,mCQNH1rJtqjjQ9Piauc2bZr4pRFydscZtbD9d,IRAN,MIDDLE EAST,20-509-301-7901,7519.14,MACHINERY
406,Customer#000000406,j1fOG9WsIr2JI6Yi9jgJ M,INDONESIA,ASIA,19-426-693-4043,4286.94,FURNITURE
407,Customer#000000407,cfCP9bE3HnI,ARGENTINA,AMERICA,11-975-454-8499,9537.08,MACHINERY
408,Customer#000000408,"TBjb3m,3aea4JtP833HD4VDk7STz2Y9FB",IRAN,MIDDLE EAST,20-177-807-5661,6825.37,BUILDING
409,Customer#000000409,mtrMiDvQxNsy1Cj0cU4ITEW5wGKLPQ2IPHNE9r4,IRAQ,MIDDLE EAST,21-466-412-4731,3969.86,FURNITURE
410,Customer#000000410,"nYak2u Q9,gYUiLfh1N",GERMANY,EUROPE,17-576-345-5940,4349.27,BUILDING
411,Customer#000000411,"V3e,FX5x50scsQDzt5,ESxfOQBt4OzjHRoTZxF",CHINA,ASIA,28-483-924-1955,1209.32,HOUSEHOLD
412,Customer#000000412,"5IN2Y,QrhDJ2YBVGKiDbMpzi2hk1fmozIy2zQ",RUSSIA,EUROPE,32-940-318-3191,6044.02,BUILDING
413,Customer#000000413,",4Jm5N0ruhJCB7cBR6Kw",FRANCE,EUROPE,16-158-285-7336,5817.9,FURNITURE
414,Customer#000000414,i49DWI61AFb 45vb1RMH,ROMANIA,EUROPE,29-552-380-2475,527.78,AUTOMOBILE
415,Customer#000000415,"334jCRiUb,gx3",UNITED KINGDOM,EUROPE,33-346-876-2972,2317.93,FURNITURE
416,Customer#000000416,fm7H7k6sYhKfXttOT,JAPAN,ASIA,22-651-146-4780,4365.28,MACHINERY
417,Customer#000000417,X3LMSpIn4FgjgJxldHVUlUvKzyX,IRAQ,MIDDLE EAST,21-794-364-5100,6187.73,BUILDING
418,Customer#000000418,",e0q82drO rgVHXHrJRQ0GDrRoUOl",ETHIOPIA,AFRICA,15-826-508-1218,1211.39,FURNITURE
419,Customer#000000419,gvbZNJ4UVBAo5yOZ2UOWcvV9TeTj,MOZAMBIQUE,AFRICA,26-338-447-2399,7786.69,BUILDING
420,Customer#000000420,HV0YB82MWw93 9K,SAUDI ARABIA,MIDDLE EAST,30-776-366-5869,1999.35,BUILDING
421,Customer#000000421,it3mUlkZAe9J8gmy,JORDAN,MIDDLE EAST,23-918-228-2560,7073.17,FURNITURE
422,Customer#000000422,AyNzZBvmIDo42JtjP9xzaK3pnvkh Qc0o08ssnvq,INDONESIA,ASIA,19-299-247-2444,-272.14,HOUSEHOLD
423,Customer#000000423,Y2B EbOg39GpFLS0n,JORDAN,MIDDLE EAST,23-201-501-7824,95.79,BUILDING
424,Customer#000000424,"i4cf3kmRE9IJr,cu,1",ROMANIA,EUROPE,29-891-311-6778,1866.42,HOUSEHOLD
425,Customer#000000425,lp3aCRBK11qFY,MOZAMBIQUE,AFRICA,26-756-407-4828,5824.88,HOUSEHOLD
426,Customer#000000426,GjFjM4zjbyhNrV6XlE,ROMANIA,EUROPE,29-768-330-6311,7818.25,HOUSEHOLD
427,Customer#000000427,LHzXa71U2AGqfbqj1yYYqw2MEXq99dWmY,BRAZIL,AMERICA,12-124-309-3821,4376.8,MACHINERY
428,Customer#000000428,"TCVjlzbX7x,kWcHN33LRdEjO38mAGmPR",VIETNAM,ASIA,31-587-557-8211,1952.36,BUILDING
429,Customer#000000429,"kZBtY,LQAFu4iaSagjfIk8Q8dzgmT",MOROCCO,AFRICA,25-989-936-1954,9247.21,FURNITURE
430,Customer#000000430,"s2yfPEGGOqHfgkVSs5Rs6 qh,SuVmR",CANADA,AMERICA,13-406-611-4228,7905.17,BUILDING
431,Customer#000000431,RNfSXbUJkgUlBBPn,FRANCE,EUROPE,16-326-904-6643,2273.5,HOUSEHOLD
432,Customer#000000432,FDConiq g20GI9dH QTM ZNX4OB9KU,UNITED KINGDOM,EUROPE,33-307-912-9016,5715.64,BUILDING
433,Customer#000000433,7XFuE4 euQR0w,SAUDI ARABIA,MIDDLE EAST,30-659-445-3595,8746.23,FURNITURE
434,Customer#000000434,6LGAf2hv4MB5MJhfvNsg,CANADA,AMERICA,13-325-443-1474,2940.46,MACHINERY
435,Customer#000000435,diwjNQSb3wLYLy WfCDATo5rc1I3 s,BRAZIL,AMERICA,12-741-309-6377,6217.46,MACHINERY
436,Customer#000000436,4DCNzAT842cVYTcaUS94kR0QXHSRM5oco0D6Z,ROMANIA,EUROPE,29-927-687-6390,5896.87,FURNITURE
437,Customer#000000437,0PM1xuHd0q2ElcJp 77F2MykOVBSQnZR8u3jkn,EGYPT,MIDDLE EAST,14-364-492-8498,7760.52,AUTOMOBILE
438,Customer#000000438,"eqo9A9oaE2CA7 7,L",UNITED KINGDOM,EUROPE,33-394-388-4375,2131.13,MACHINERY
439,Customer#000000439,3deBblz2syRv8yMf0yAVKkE4mDH20uDRj4tJVHUm,KENYA,AFRICA,24-873-368-6801,-61.29,BUILDING
440,Customer#000000440,"w4fKMgiBuGmV,nLn7NgJl1DoUWwNQMV8z  5,R",CANADA,AMERICA,13-244-480-5751,1809.04,MACHINERY
441,Customer#000000441,gjYpcBx6MP8GvDa6,UNITED KINGDOM,EUROPE,33-438-355-3491,9451.84,HOUSEHOLD
442,Customer#000000442,rvgayfJFLO2cjzMA,ARGENTINA,AMERICA,11-240-523-8711,4157,FURNITURE
443,Customer#000000443,UdyNGZ6GSz5aNpMO5N2,CANADA,AMERICA,13-241-131-1632,3726.22,FURNITURE
444,Customer#000000444,D8l4G8i9aZ7KRbqp6ajvR8h1wjr,ARGENTINA,AMERICA,11-402-300-1949,1505.27,HOUSEHOLD
445,Customer#000000445,MX1UA0KUJzIGyWM p2hbLg5dCpVLws8KNcwEsP,SAUDI ARABIA,MIDDLE EAST,30-849-846-6070,8018.81,FURNITURE
446,Customer#000000446,"mJOJwYfch izLCuw70,qhlJSmH",UNITED STATES,AMERICA,34-321-168-5681,9225.6,FURNITURE
447,Customer#000000447,hVZBzP8Pii,CANADA,AMERICA,13-438-344-7007,7665.98,HOUSEHOLD
448,Customer#000000448,BH4vtnDpabk0NgoGNJWu4OUXnidfJ,UNITED STATES,AMERICA,34-985-422-6009,8117.27,BUILDING
449,Customer#000000449,DiUXazp8EYcJFsX2a7nciEpo9W5BRB4iqdb9HWL,EGYPT,MIDDLE EAST,14-893-381-6454,3001.94,MACHINERY
450,Customer#000000450,KVpuYa4dDW8lZZVBttyK614C2qdS,INDONESIA,ASIA,19-782-397-9006,5544.42,HOUSEHOLD
451,Customer#000000451,"ZJKTC1Ck,B01fYZ xdN2",SAUDI ARABIA,MIDDLE EAST,30-939-275-3248,2110.59,HOUSEHOLD
452,Customer#000000452,",TI7FdTc gCXUMi09qD",FRANCE,EUROPE,16-335-974-9174,6633.7,BUILDING
453,Customer#000000453,"PZ4mmWL7R,El0MtLWMfLXp120lo0,itmO",INDIA,ASIA,18-209-381-8571,5678.18,HOUSEHOLD
454,Customer#000000454,d9oQCm3onNsFlIoteVjFcQDv,GERMANY,EUROPE,17-818-915-9400,6134.4,AUTOMOBILE
455,Customer#000000455,"sssuscPJ,ZYQ8viO",FRANCE,EUROPE,16-863-225-9454,6860.34,BUILDING
456,Customer#000000456,IgUSuulguDJ5,ALGERIA,AFRICA,10-784-971-7777,8815.78,FURNITURE
457,Customer#000000457,eaAWe Vqr0x17Uwj1uzQRb wQpXxZVDWS3Wg,SAUDI ARABIA,MIDDLE EAST,30-543-684-2857,5867.61,FURNITURE
458,Customer#000000458,iIKwI3HrgNlD9,EGYPT,MIDDLE EAST,14-651-706-4016,-38.42,BUILDING
459,Customer#000000459,CkGH34iK 9vAHXeY7 wAQIzJa1cmA8DAEA7m,FRANCE,EUROPE,16-927-662-8584,1207.97,MACHINERY
460,Customer#000000460,"Gbx5Hnw,ctlI7",IRAQ,MIDDLE EAST,21-643-955-6555,5222.83,FURNITURE
461,Customer#000000461,5vxNLzSASzkbrUr8CRf5,VIETNAM,ASIA,31-533-226-4307,9177.63,AUTOMOBILE
462,Customer#000000462,MSqsCvNEkowp7FnscRXP6OUWm,VIETNAM,ASIA,31-157-561-4106,4522.6,HOUSEHOLD
463,Customer#000000463,"LV7MN7Tkm2NSo4Q3lwvjxGQyRJjRZRf,M",INDIA,ASIA,18-167-214-5805,-654.5,HOUSEHOLD
464,Customer#000000464,"kAALP9gEt3,G9XtxCXjv38HjKBEP",INDONESIA,ASIA,19-269-971-9738,8730.85,AUTOMOBILE
465,Customer#000000465,gngnTNn7azjgQlQJnakTZto,BRAZIL,AMERICA,12-137-838-1346,8432.74,FURNITURE
466,Customer#000000466,"ZI1c8,ZanegEu5CEQxNf5,bkuYPwn7H7JIK7",JAPAN,ASIA,22-280-738-3240,3168.41,MACHINERY
467,Customer#000000467,amwRkh0nDQ6r6MU,IRAQ,MIDDLE EAST,21-449-581-5158,9398.51,MACHINERY
468,Customer#000000468,IcbihAtOVWcnswfyE,IRAN,MIDDLE EAST,20-489-960-5023,9834.19,FURNITURE
469,Customer#000000469,JWOULMa5Qtt,JAPAN,ASIA,22-406-988-6460,6343.64,BUILDING
470,Customer#000000470,v9 gWSuP4WrOjNJRgyJtjbNCChQME,SAUDI ARABIA,MIDDLE EAST,30-507-458-4433,3597.53,HOUSEHOLD
471,Customer#000000471,tGr0DtrK 91IgzfeZrSPpPIia3,EGYPT,MIDDLE EAST,14-574-118-1005,5716.9,FURNITURE
472,Customer#000000472,hWgfnsmTAEOx9Mqp87YwztGrgLLqNkjMPh4,JAPAN,ASIA,22-940-478-1933,7929.9,MACHINERY
473,Customer#000000473,zO3W9pYj PvlsQGe,INDONESIA,ASIA,19-209-647-5704,-202.22,HOUSEHOLD
474,Customer#000000474,"mvEKw,6zT0V8Yb2yTG hu990UX",VIETNAM,ASIA,31-247-536-6143,9165.47,MACHINERY
475,Customer#000000475,JJMbj6myLUzMlbUmg63hNtFv4pWL8nq,KENYA,AFRICA,24-485-422-9361,9043.55,BUILDING
476,Customer#000000476,68r87HCBbQkVYaVfes8mgKs,BRAZIL,AMERICA,12-996-628-9902,5973.1,BUILDING
477,Customer#000000477,5aW5WHphNgFdIS1Qdp2cIJXG8ER8,UNITED KINGDOM,EUROPE,33-845-877-6997,1836.61,AUTOMOBILE
478,Customer#000000478,"clyq458DIkXXt4qLyHlbe,n JueoniF",ARGENTINA,AMERICA,11-655-291-2694,-210.4,BUILDING
479,Customer#000000479,RdIiG8NbwYtamReRwhR,CHINA,ASIA,28-336-406-1631,3653.64,AUTOMOBILE
480,Customer#000000480,XyQSPswCeO WPD37K3 mYZ4hnCMJO5p,GERMANY,EUROPE,17-231-147-5851,2750.71,FURNITURE
481,Customer#000000481,"o4xa7J20NqHM8E0ykH,NKe1gPz04OqIn",VIETNAM,ASIA,31-363-392-6461,7157.21,FURNITURE
482,Customer#000000482,389RgNCsmVUKiRskmrQQm90xx JiIxOM0,JORDAN,MIDDLE EAST,23-732-448-1610,4333.37,HOUSEHOLD
483,Customer#000000483,Yv1QV 1JsV 9sVbNufRvdnprt0grx52,IRAQ,MIDDLE EAST,21-799-189-1135,8877.2,MACHINERY
484,Customer#000000484,ismzlUzrqRMRGWmCEUUjkBsi,SAUDI ARABIA,MIDDLE EAST,30-777-953-8902,4245,BUILDING
485,Customer#000000485,"XeFbvXCQ,J",ROMANIA,EUROPE,29-434-961-1623,8695.45,MACHINERY
486,Customer#000000486,2cXXa6MSx9CGU,VIETNAM,ASIA,31-787-534-8723,7487.4,AUTOMOBILE
487,Customer#000000487,"oTc,l9dAf8O0qOOMP4P0WFTuGS",BRAZIL,AMERICA,12-111-401-4259,9749.37,AUTOMOBILE
488,Customer#000000488,bBcMjFPTysSTaTdHcoO,CANADA,AMERICA,13-513-778-1881,-275.58,AUTOMOBILE
489,Customer#000000489,GIdW4IVgeqWMBXnNFZGHS8kmhw,EGYPT,MIDDLE EAST,14-916-241-6195,8255.83,AUTOMOBILE
490,Customer#000000490," 66fG3Fyb946cVQsH9Z3VMNzR,yfHMKIEB",RUSSIA,EUROPE,32-268-147-7824,-213.85,FURNITURE
491,Customer#000000491,r3zPOuenxHl0oqInxWlEyLP1ZH,ALGERIA,AFRICA,10-856-259-7548,785.37,AUTOMOBILE
492,Customer#000000492,"JexAgMLuUHoElYFaKx,hJcAP1b1GknYoYHQLyx",INDIA,ASIA,18-686-244-1077,8635.18,AUTOMOBILE
493,Customer#000000493,G dRBjxmBBug1 xRSa6VwRchFDtU5b,MOZAMBIQUE,AFRICA,26-514-558-7246,6582.04,MACHINERY
494,Customer#000000494,GKgTjHFlQrDZWcketSqhZCopBhmChknI,IRAN,MIDDLE EAST,20-330-453-6579,6295.47,FURNITURE
495,Customer#000000495,QhFbEv6KbQIwfZs 1krt1eACKI31v3iyM,GERMANY,EUROPE,17-400-405-6060,7997.81,BUILDING
496,Customer#000000496,Y8oYLlHme6Z4fEzkTu,JAPAN,ASIA,22-173-644-7922,8174.82,MACHINERY
497,Customer#000000497,"0 qRRXAxUbo1J KDwDMjFde5fXDwn ",UNITED KINGDOM,EUROPE,33-937-724-3506,2191.59,BUILDING
498,Customer#000000498,"1Wnja9i7KAC3HxS5yATK,In8Q6AHcEUr0f5Tp",ROMANIA,EUROPE,29-210-810-1479,3945.64,BUILDING
499,Customer#000000499,m1hO3VXQVbwTbJ99Hw,KENYA,AFRICA,24-387-817-9149,4293.76,HOUSEHOLD
500,Customer#000000500,fy7qx5fHLhcbFL93duj9,EGYPT,MIDDLE EAST,14-194-736-4233,3300.82,AUTOMOBILE
